year,country,iso,pop,rgdpbarro,gdp,iy,cpi,ca,stir,ltrate,stocks,pubgdp,crisisJST,tloans,bassets2,lrgdp,lstocks,lcpi,cay,lpop,lloans,rprv,rpub,rtot,prvgdp,totgdp,bassgdp,riy,lriy,dlrgdp,dlriy,dlcpi,dlrcon,drprv,drpub,ldrprv,ldrpub,ldlrgdp,ldlcpi,ldlriy,lstir,lltrate,lcay,pk_nber,th_nber,rcn_nber,war,bb,rcn_bb,pk_bb,th_bb,pk_norm,pk_fin,pk_glob,pk_comb,ar_lrgdp_bb,ax_lrgdp_bb,dr_lrgdp_bb,dx_lrgdp_bb,rr_lrgdp_bb,rx_lrgdp_bb,ar_rprv_bb,ax_rprv_bb,dr_rprv_bb,dx_rprv_bb,rr_rprv_bb,rx_rprv_bb,ar_rpub_bb,ax_rpub_bb,dr_rpub_bb,dx_rpub_bb,rr_rpub_bb,rx_rpub_bb,ccode,ar_rtot_bb,ax_rtot_bb,dr_rtot_bb,dx_rtot_bb,rr_rtot_bb,rx_rtot_bb,srx_prv,srx_pub,f1war,l1war,f2war,l2war,f3war,f4war,f5war,war5f2l,core
1910,Germany,DEU,62884,18.7302,4.58000000000e-11,.1229072,1.47163413956e-11,7.28000000000e-13,358.7,376,2.18049157450e-12,.537431,0,2.91707000000e-11,3.95915000000e-11,2.9301372,-26.851471,-24.942062,1.5895197,11.049047,-24.257856,-10.364841,-10.534677,-20.899517,.63691485,1.1743459,.86444324,2.3020763,.83381146,.37281513,-1.8050432,3.584671,-2.7622461,2.0176888,-3.3817291,2.4941444,4.2370796,-.14727116,2.9630661,2.8202355,292.79999,370,.8490991,1,0,0,0,2.9301372,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,5,0,0,0,0,,,,,0,0,0,0,0,1,1,1,
1911,Germany,DEU,63852,19.2881,4.81000000000e-11,.1394138,1.47163413956e-11,5.85000000000e-13,356.3,379,2.31974402685e-12,.492625,0,3.07229000000e-11,4.17176500000e-11,2.9594884,-26.789564,-24.942062,1.2162162,11.064323,-24.206013,-10.328274,-10.588007,-20.916281,.63872975,1.1313548,.86731082,2.6890273,.98917955,2.9351234,15.536809,0,2.0788193,3.6567688,-5.3330421,2.0176888,-3.3817291,.37281513,3.584671,-1.8050432,358.70001,376,1.5895197,0,0,1,0,2.9594884,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,5,0,0,0,0,,,,,0,0,0,0,1,1,1,1,
1912,Germany,DEU,64457,19.5818,5.16000000000e-11,.1533251,1.49236137802e-11,4.36000000000e-13,429.2,391,2.33704450859e-12,.474632,0,3.13111500000e-11,4.26881000000e-11,2.9746006,-26.782133,-24.928076,.84496123,11.073753,-24.187046,-10.332724,-10.578393,-20.911118,.60680521,1.0814372,.82728875,3.0023813,1.0994058,1.5112162,11.022621,1.3986588,3.2508135,-.44498444,.96139908,3.6567688,-5.3330421,2.9351234,0,15.536809,356.29999,379,1.2162162,0,1,1,0,2.9746006,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,5,0,0,0,0,,,,,0,0,1,0,1,1,1,1,
1913,Germany,DEU,65058,20.2595,5.24000000000e-11,.1437243,1.50272499443e-11,9.21000000000e-13,487.9,409,2.42032112804e-12,.480244,0,3.22666500000e-11,4.39991500000e-11,3.0086238,-26.747122,-24.921156,1.7576334,11.083035,-24.156986,-10.318865,-10.567454,-20.886318,.61577576,1.0960197,.83967841,2.9117825,1.0687654,3.4023285,-3.0640364,.69198608,-1.0922432,1.3858795,1.0938644,-.44498444,.96139908,1.5112162,1.3986588,11.022621,429.20001,391,.84496123,1,0,0,0,3.0086238,0,1,0,1,0,0,1,0,.082214832,0,4,,.020553708,0,.066153526,0,4,,.016538382,0,-.066595078,0,4,,-.016648769,5,0,-.00044059753,0,4,,-.00011014938,.07327944,-1.63915,1,0,1,0,1,1,1,1,
1914,Germany,DEU,66096,18.7207,,,1.54417948703e-11,,289.5,505.9999999999999,2.55218397465e-12,.479196,0,3.25351000000e-11,4.45854500000e-11,2.9296298,-26.694071,-24.893944,,11.098864,-24.148701,-10.353621,,,,,,,,-7.8994036,,2.7212143,-19.324112,-3.4755707,,1.3858795,1.0938644,3.4023285,.69198608,-3.0640364,487.89999,409,1.7576334,0,1,1,1,2.9296298,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,5,0,0,0,0,,,,,1,0,1,0,1,1,1,1,
1915,Germany,DEU,66230,16.2929,,,1.93799707256e-11,,,505.9999999999999,,.618207,0,3.40483000000e-11,4.65257000000e-11,2.7907295,,-24.66678,,11.100889,-24.103241,-10.53735,,,,,,,,-13.890028,,22.716331,-7.450676,-18.372917,,-3.4755707,,-7.8994036,2.7212143,,289.5,506,,0,0,0,1,2.7907295,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,5,0,0,0,0,,,,,1,1,1,0,1,1,0,1,
1916,Germany,DEU,66076,16.1321,,,2.54945069674e-11,,,509.9999999999999,,.981062,0,3.71566000000e-11,4.99934500000e-11,2.7808111,,-24.392559,,11.098561,-24.015881,-10.721883,,,,,,,,-.99184513,,27.422142,-10.944462,-18.453312,,-18.372917,,-13.890028,22.716331,,,506,,0,0,0,1,2.7808111,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,5,0,0,0,0,,,,,1,1,1,1,1,0,0,1,
1917,Germany,DEU,65763,13.8186,,,3.82417605235e-11,,,511.0000000000001,,1.28936,0,4.50404500000e-11,5.92657000000e-11,2.6260154,,-23.987093,,11.093813,-23.82346,-10.93018,,,,,,,,-15.479565,,40.546608,-13.099265,-20.829678,,-18.453312,,-.99184513,27.422142,,,510,,0,0,0,1,2.6260154,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,5,0,0,0,0,,,,,1,1,1,1,0,0,0,1,
1918,Germany,DEU,65237,13.5593,,,4.70508379626e-11,,,511.0000000000001,8.32200698252e-12,1.60393,0,5.35125500000e-11,6.98977500000e-11,2.6070726,-25.512117,-23.779793,,11.085782,-23.651104,-10.957093,,,,,,,,-1.8942833,,20.730019,-3.4041643,-2.6913643,,-20.829678,,-15.479565,40.546608,,,511,,1,0,0,1,2.6070726,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,5,0,0,0,0,,,,,1,1,0,1,0,0,0,1,
1919,Germany,DEU,60547,13.0336,,,6.24926328826e-11,,319.3,620,1.75757119243e-11,1.33133,0,7.22800000000e-11,8.93178000000e-11,2.5675306,-24.764503,-23.495972,,11.011175,-23.350473,-10.865677,,,,,,,,-3.954196,,28.382111,18.44182,9.1416359,,-2.6913643,,-1.8942833,20.730019,,,511,,0,1,1,1,2.5675306,1,0,1,0,0,0,0,-.44109321,0,6,0,-.073515534,,-.54681206,0,6,0,-.091135345,,,0,6,0,,,5,,0,6,0,,,,,0,1,0,1,0,0,0,1,
1920,Germany,DEU,60894,14.5093,,.143,1.53381586506e-10,,359.4,634,7.26882911302e-11,.434095,0,9.88676000000e-11,1.16842700000e-10,2.6747899,-23.344841,-22.598093,,11.01689,-23.037239,-11.456036,,,,,,2.0748298,.72987914,10.725927,,89.787865,-4.1877031,-59.035873,,9.1416359,,-3.954196,28.382111,,319.29999,620,,1,0,0,0,2.6747899,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,5,0,0,0,0,,,,,0,1,0,1,0,0,0,1,
1921,Germany,DEU,61573,15.2193,,.179,2.01054240707e-10,,395.8,645,2.13256345666e-10,.424381,0,,,2.7225645,-22.268526,-22.327446,,11.027979,,,,,,,,2.7242546,1.0021949,4.7774553,27.231575,27.064705,15.167785,,,-59.035873,,10.725927,89.787865,,359.39999,634,,0,1,1,0,2.7225645,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,5,0,0,0,0,,,,,0,0,0,1,0,0,0,1,1
1922,Germany,DEU,61900,16.0475,,.184,2.25926931020e-09,,648.3999999999999,,5.19765800616e-08,.103067,0,,,2.775553,-16.772472,-19.908224,,11.033276,,,,,,,,2.95274,1.0827335,5.2988529,8.0538635,241.92218,4.5844555,,,,,4.7774553,27.064705,27.231575,395.79999,645,,0,0,0,0,2.775553,0,1,0,1,0,0,1,0,.20802236,0,3,,.069340788,0,,0,3,,,0,,0,3,,,5,0,,0,3,,,,-40.942101,0,0,0,0,0,0,0,0,1
1923,Germany,DEU,62307,13.8506,,.138,2.38826614180668,,,,143598313387.3898,,0,,,2.6283286,25.690287,.87056762,,11.039829,,,,,,,,1.9113828,.64782697,-14.722443,-43.490654,2077.8792,-13.577437,,,,,5.2988529,241.92218,8.0538635,648.40002,,,1,0,0,0,2.6283286,1,0,1,0,0,0,0,-.14722443,0,1,0,-.14722443,,,0,1,0,,,,0,1,0,,,5,,0,1,0,,,,,0,0,0,0,0,0,0,0,1
1924,Germany,DEU,62697,15.3453,,.121,19.80294527672975,,5895,997.0000000000001,1.241119378172595,,0,1.83235,8.931649999999999,2.7308092,.2160137,2.9858308,,11.046069,.60559928,-13.426301,,,,,,1.8567812,.61884445,10.248065,-2.898252,211.52632,20.152569,,,,,-14.722443,2077.8792,-43.490654,,,,0,1,1,0,2.7308092,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,5,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1
1925,Germany,DEU,63166,16.3452,71.14490000000001,.14474,21.65947135982543,-2.037,1158.3,844.9999999999999,.8853206410586805,,0,3.4905,14.9084,2.7939343,-.12180539,3.0754428,-2.8631709,11.053521,1.2500449,-12.878919,,,.049061846,,.2095498,2.3658042,.86111802,6.3125134,24.227356,8.9612007,11.731672,54.738235,,,,10.248065,211.52632,-2.898252,5895,997,,0,0,0,0,2.7939343,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,5,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1
1926,Germany,DEU,63630,16.4363,73.65691,.1431406,21.81418189639469,1.137,775,671,2.119975529631877,.179941,0,6.6534,21.08145,2.7994924,.75140452,3.0825603,1.5436434,11.060841,1.895128,-12.248273,-11.559109,-23.807381,.09032961,.27027062,.28621143,2.3527019,.85556442,.55580139,-.55536032,.71175098,-2.2642374,63.064575,,54.738235,,6.3125134,8.9612007,24.227356,1158.3,845,-2.8631709,1,0,0,0,2.7994924,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,5,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1
1927,Germany,DEU,64023,18.0142,82.82053000000001,.1556767,22.89715545688217,-2.692,548.8,593,2.060760800710778,.176273,0,10.0347,27.7966,2.8911602,.72307521,3.1310127,-3.2504017,11.066998,2.3060491,-11.891961,-11.517056,-23.409016,.12116199,.29743499,.33562452,2.8043911,1.0311865,9.1667891,17.562204,4.8452377,12.145162,35.63118,4.2053223,63.064575,,.55580139,.71175098,-.55536032,775,671,1.5436434,0,1,1,0,2.8911602,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,5,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1
1928,Germany,DEU,64393,18.4939,88.48563,.1533923,23.51599749432526,-1.23,652.9,689,2.352715175484539,.20522,0,13.86645,35.3457,2.9174409,.85557008,3.157681,-1.3900563,11.072761,2.6294723,-11.600969,-11.331274,-22.932243,.15670849,.36192849,.39945132,2.8368218,1.0426843,2.6280642,1.1497855,2.666831,.89738369,29.099178,18.578148,35.63118,4.2053223,9.1667891,4.8452377,17.562204,548.79999,593,-3.2504017,0,0,0,0,2.9174409,0,1,0,0,1,0,1,0,.28911233,0,5,,.057822466,0,,0,5,,,0,,0,5,,,5,0,,0,5,,,,,0,0,0,0,0,0,0,0,1
1929,Germany,DEU,64739,18.1118,88.44764000000001,.1429226,23.82541852429543,-.159,684.5999999999999,727,1.808362304447626,.241035,0,16.22205,39.0923,2.8965638,.59242165,3.170753,-.17976737,11.078119,2.7863715,-11.462501,-11.189275,-22.651775,.18340851,.42444351,.44198239,2.5885856,.95111161,-2.0877123,-9.1572704,1.3072014,-1.4057159,13.846874,14.199924,29.099178,18.578148,2.6280642,2.666831,1.1497855,652.90002,689,-1.3900563,1,0,0,0,2.8965638,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,5,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1
1930,Germany,DEU,65084,16.8068,81.93459,.1243809,22.89715545688217,1.078,443,724,1.265279210268984,.293185,0,18.49705,41.11185,2.8217835,.23529282,3.1310127,1.3156837,11.083434,2.9176114,-11.296835,-11.035477,-22.332312,.22575386,.51893884,.5017643,2.0904448,.73737687,-7.4780226,-21.373474,-3.9740324,-4.8139095,16.566563,15.37981,13.846874,14.199924,-2.0877123,1.3072014,-9.1572704,684.59998,727,-.17976737,0,0,1,0,2.8217835,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,5,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1
1931,Germany,DEU,65423,14.5758,67.95296,.0922123,21.04062933934705,1.965,664.8,733,.7331671953762413,.35579,1,17.9504,37.7351,2.6793625,-.3103815,3.0464554,2.8917062,11.088629,2.8876123,-11.247472,-10.949683,-22.197155,.2641592,.61994922,.5553121,1.3440681,.29570088,-14.242101,-44.167599,-8.4557295,-4.0005445,4.9363136,8.5793495,16.566563,15.37981,-7.4780226,-3.9740324,-21.373474,443,724,1.3156837,0,0,1,0,2.6793625,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,5,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1
1932,Germany,DEU,65716,13.3171,55.54375,.0736145,18.71997169423285,.317,495,1019,.7742057367917959,.438339,0,17.9361,36.52545,2.5890489,-.25591764,2.9295909,.57072127,11.093098,2.8868155,-11.135873,-10.83028,-21.966152,.32291842,.76125741,.65759784,.98033166,-.019864338,-9.0313673,-31.556522,-11.686444,-2.6952267,11.159897,11.940289,4.9363136,8.5793495,-14.242101,-8.4557295,-44.167599,664.79999,733,2.8917062,0,0,1,0,2.5890489,1,0,1,0,0,0,0,-.32839203,0,4,0,-.082098007,,.46509647,0,4,0,.11627412,,.50099373,0,4,0,.12524843,,5,.96609116,0,4,0,.24152279,,,,0,0,0,0,0,0,0,0,1
1933,Germany,DEU,66027,14.2824,57.0258,.0851794,18.25584016701668,.222,387.5,781,.8638738235220571,.430156,0,18.7577,37.06495,2.6590281,-.14632855,2.904485,.38929746,11.097819,2.9316044,-11.0707,-10.802408,-21.873108,.32893357,.75908959,.64996809,1.2165662,.1960323,6.9979191,21.589664,-2.5105953,3.250289,6.5173149,2.7872086,11.159897,11.940289,-9.0313673,-11.686444,-31.556522,495,1019,.57072127,0,1,1,0,2.6590281,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,5,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1
1934,Germany,DEU,66409,15.6572,63.75406,.1249771,18.71997169423285,-.585,377.2,677,1.009928007820079,.39312,0,19.76585,39.4147,2.7509308,.0098790489,2.9295909,-.91758865,11.103588,2.9839556,-11.049223,-10.811787,-21.86101,.31003281,.70315284,.6182304,1.9567914,.67130607,9.1902733,47.527378,2.5105953,5.5037737,2.1476746,-.93784332,6.5173149,2.7872086,6.9979191,-2.5105953,21.589664,387.5,781,.38929746,0,0,0,0,2.7509308,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,5,0,0,0,0,,,,,0,0,0,0,0,0,1,1,
1935,Germany,DEU,66871,17.4622,71.19711,.1326949,19.02939269921158,-.128,314.5,478,1.191161935426348,.375029,0,21.5566,42.36895000000001,2.8600385,.17492925,2.9459848,-.17978258,11.11052,3.070682,-10.985823,-10.771805,-21.757627,.30277354,.67780256,.59509367,2.3171449,.84033579,10.910773,16.902971,1.63939,-.23310184,6.3400269,3.9981842,2.1476746,-.93784332,9.1902733,2.5105953,47.527378,377.20001,677,-.91758865,0,0,0,0,2.8600385,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,5,0,0,0,0,,,,,0,0,0,0,0,1,1,1,
1936,Germany,DEU,67349,19.3344,79.17126,.1428571,19.18410322368278,.367,296,476.9999999999999,1.559781533031158,.351251,0,21.12565,43.01505000000001,2.9618859,.44454578,2.954082,.46355209,11.117643,3.050488,-11.021237,-10.746367,-21.767605,.26683483,.6180858,.54331648,2.7620564,1.0159755,10.184741,17.563969,.80971718,.75559616,-3.5414696,2.5438309,6.3400269,3.9981842,10.910773,1.63939,16.902971,314.5,478,-.17978258,0,0,0,0,2.9618859,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,5,0,0,0,0,,,,,0,0,0,0,1,1,1,1,
1937,Germany,DEU,67831,21.3439,88.61788,.1430143,19.33881373940574,.29,291,459.9999999999999,1.600286409601491,.342166,0,22.8774,45.62025000000001,3.060766,.47018263,2.9621141,.32724774,11.124775,3.1301496,-10.956739,-10.675014,-21.631754,.25815785,.60032386,.51479733,3.0524828,1.1159554,9.8880053,9.9979877,.80320835,5.0801039,6.4497948,7.1352005,-3.5414696,2.5438309,10.184741,.80971718,17.563969,296,477,.46355209,1,0,0,0,3.060766,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,5,0,0,0,0,,,,,0,0,1,0,1,1,1,1,
1938,Germany,DEU,68558,23.134,98.71992,.1506986,19.49352423666624,-.34,287.5,451,1.569089147875641,.417727,0,25.08935,50.16310000000001,3.1413033,.4504953,2.9700823,-.34440869,11.135435,3.2224433,-10.883074,-10.386158,-21.269232,.25414678,.67187381,.50813556,3.4862614,1.24883,8.0537319,13.28746,.79681873,2.8751612,7.3665619,28.885651,6.4497948,7.1352005,9.8880053,.80320835,9.9979877,291,460,.32724774,0,1,1,0,3.1413033,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,5,0,0,0,0,,,,,1,0,1,0,1,1,1,1,
1939,Germany,DEU,69286,27.2303,109.3,.134,19.49352423666624,,278,455.9999999999999,1.778828506032629,.5535910000000001,0,28.1541,61.77145,3.3043303,.57595503,2.9700823,,11.145998,3.337693,-10.778387,-10.013313,-20.7917,.25758556,.81117654,.56515509,3.6488602,1.2944149,16.302704,4.5584917,0,6.6708565,10.468674,37.28447,7.3665619,28.885651,8.0537319,.79681873,13.28746,287.5,451,-.34440869,0,0,0,1,3.3043303,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,5,0,0,0,0,,,,,1,0,1,0,1,1,1,1,
1940,Germany,DEU,69835,31.3851,,,20.11236628589912,,236,449,2.455069474340826,.689455,0,31.7499,79.15115,3.4463332,.89815503,3.0013349,,11.153891,3.4578896,-10.697336,,,,,,,,14.200282,,3.1252623,-8.5602522,8.1050873,,10.468674,37.28447,16.302704,0,4.5584917,278,456,,0,0,0,1,3.4463332,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,5,0,0,0,0,,,,,1,1,1,0,1,1,1,1,
1941,Germany,DEU,70244,35.6582,,,20.57649782038509,,218,440.0000000000001,2.704331680711026,1.04058,0,,,3.5739791,.99485481,3.0241497,,11.15973,,,,,,,,,,12.764597,,2.2814751,-3.3244133,,,8.1050873,,14.200282,3.1252623,,236,449,,0,0,0,1,3.5739791,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,5,0,0,0,0,,,,,1,1,1,1,1,1,1,1,
1942,Germany,DEU,70834,37.3681,,,21.19533986843902,,213,434.9999999999999,3.195669589825106,1.4926,0,,,3.6208174,1.1617967,3.0537813,,11.168095,,,,,,,,,,4.6838284,,2.9631615,-10.94377,,,,,12.764597,2.2814751,,218,440,,0,0,0,1,3.6208174,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,5,0,0,0,0,,,,,1,1,1,1,1,1,1,1,
1943,Germany,DEU,70411,39.97,,,21.35005037140176,,213,434.9999999999999,3.356480303707456,1.87778,0,,,3.6881292,1.2108929,3.061054,,11.162105,,,,,,,,,,6.7311764,,.72727203,-1.0107279,,,,,4.6838284,2.9631615,,213,435,,0,0,0,1,3.6881292,0,1,0,1,0,0,1,0,1.0990803,0,11,,.099916391,0,,0,11,,,0,,0,11,,,5,0,,0,11,,,,13.085827,1,1,1,1,1,1,0,1,
1944,Germany,DEU,69865,36.8907,,,21.81418189639469,,213,,3.538170487192015,2.67769,0,,,3.6079595,1.2636098,3.0825603,,11.15432,,,,,,,,,,-8.0169678,,2.150631,-8.8224411,,,,,6.7311764,.72727203,,213,435,,1,0,0,1,3.6079595,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,5,0,0,0,0,,,,,1,1,1,1,1,0,0,1,
1945,Germany,DEU,67000,12.5189,,,22.43302393505743,,,,3.149709813092909,,0,,,2.5272396,1.1473104,3.1105342,,11.112448,,,,,,,,,,-108.07199,,2.797389,-20.476269,,,,,-8.0169678,2.150631,,213,,,0,1,1,1,2.5272396,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,5,0,0,0,0,,,,,1,1,1,1,0,0,0,1,
1946,Germany,DEU,64678,10.5363,,,24.44426054889494,,,,3.099042960165681,,0,2.1567,,2.3548265,1.1310934,3.1963954,,11.077176,.7685793,-13.504992,,,,,,,,-17.24131,,8.5861206,5.3036451,,,,,-108.07199,2.797389,,,,,0,0,0,1,2.3548265,1,0,1,0,0,0,0,-1.3333027,0,3,0,-.44443426,,,0,3,0,,,,0,3,0,,,5,,0,3,0,,,,,1,1,0,1,0,0,0,1,
1947,Germany,DEU,66094,12.2454,,,26.1460761594458,,,,3.602889769772697,,0,2.568085,,2.5051503,1.2817363,3.2636991,,11.098833,.94316047,-13.419372,,,,,,,,15.032387,,6.7303658,-2.4511099,8.562088,,,,-17.24131,8.5861206,,,,,0,0,0,1,2.5051503,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,5,0,0,0,0,,,,,0,1,0,1,0,0,0,1,
1948,Germany,DEU,67295,14.3249,,.205,30.16854942558552,.03333,,555.5600000000001,.4818219639208648,,0,5.05,,2.6619992,-.73018062,3.4068,,11.116841,1.6193882,-12.904253,,,,,,2.9366045,1.0772539,15.684891,,14.310098,14.45334,51.51186,,8.562088,,15.032387,6.7303658,,,,,1,0,0,0,2.6619992,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,5,0,0,0,0,,,,,0,1,0,1,0,0,0,1,1
1949,Germany,DEU,67991,17.0618,,.205,32.29096830178451,-.168,,508.91,1.217661571383066,,0,11.783,,2.8368421,.19693227,3.4747875,,11.127131,2.4666579,-12.13526,,,,,,3.497669,1.2520968,17.484283,17.484283,6.7987442,9.6805811,76.899338,,51.51186,,15.684891,14.310098,,,555.56,,0,1,1,0,2.8368421,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,5,0,0,0,0,,,,,0,0,0,1,0,0,0,1,1
1950,Germany,DEU,68374.57000000001,18.3134,,.2229039,30.2824384987055,-.419498,430.9999999999999,527.63,1.04702251102523,.192673,0,20.358,39.11,2.9076331,.045950431,3.410568,,11.132756,3.013474,-11.52985,,,,,,4.082128,1.4066185,7.0791006,15.45217,-6.4219475,11.698866,60.540962,,76.899338,,17.484283,6.7987442,17.484283,,508.91,,0,0,0,0,2.9076331,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,5,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1
1951,Germany,DEU,68875.88,19.8967,119.5,.2184874,32.59997208187497,2.558938,602,531.8399999999999,2.454345051637824,.176178,0,26.475,48.46096,2.9905539,.89785993,3.4843113,2.1413705,11.140061,3.276201,-11.348171,-11.577317,-22.925488,.22154811,.39772612,.40553105,4.3471785,1.469527,8.292079,6.290853,7.3743343,6.5441132,18.167877,,60.540962,,7.0791006,-6.4219475,15.45217,431,527.63,,0,0,0,0,2.9905539,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,5,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1
1952,Germany,DEU,69145.95,21.5853,136.5,.2257353,33.29523218101178,2.768687,511.0000000000001,475,3.052937983731959,.176002,0,34.171,55.96556,3.0720124,1.1161044,3.5054142,2.0283422,11.143974,3.5313773,-11.118011,-11.470324,-22.588335,.250337,.426339,.41000411,4.8725643,1.5836203,8.1458569,11.40933,2.1102905,8.1582546,23.015976,10.699368,18.167877,,8.292079,7.3743343,6.290853,602,531.84003,2.1413705,0,0,0,0,3.0720124,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,5,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1
1953,Germany,DEU,69550.24000000001,23.2642,147,.2108844,32.67722355966639,4.06913,358,525.21,3.751138574874258,.197215,0,42.861,63.89665,3.1469157,1.3220594,3.4866784,2.7681158,11.149805,3.7579622,-10.878521,-11.269511,-22.148033,.29157144,.48878643,.43467107,4.9060569,1.5904706,7.490325,.68502426,-1.8735886,9.4674826,23.949051,20.081234,23.015976,10.699368,8.1458569,2.1102905,11.40933,511,475,2.0283422,1,0,0,0,3.1469157,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,5,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1
1954,Germany,DEU,69868.12,24.7969,158.2,.2253165,32.75447503341016,3.607683,288.9999999999999,502.36,7.116275737441802,.227719,0,53.219,79.75821999999999,3.2107186,1.9623845,3.4890397,2.280457,11.154365,3.9744155,-10.668989,-11.059187,-21.728176,.33640328,.56412226,.5041607,5.5871506,1.7204695,6.3802958,12.999892,.23612976,4.8725367,20.953178,21.032429,23.949051,20.081234,7.490325,-1.8735886,.68502426,358,525.21002,2.7681158,0,1,1,0,3.2107186,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,5,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1
1955,Germany,DEU,70195.61,27.5093,180.8,.2552486,33.29523218101178,2.061856,313.0000000000001,497.61,8.032445821383671,.232416,0,64.818,95.90774999999999,3.3145242,2.0834892,3.5054142,1.1404071,11.159041,4.1715832,-10.492872,-10.926291,-21.419163,.35850665,.59092265,.53046322,7.0217104,1.9490068,10.380554,22.853733,1.6374588,9.0069056,17.611694,13.289642,20.953178,21.032429,6.3802958,.23612976,12.999892,289,502.35999,2.280457,0,0,0,0,3.3145242,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,5,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1
1956,Germany,DEU,70602.52,29.2566,199,.2452261,34.14499517104506,4.414357,470,688.8499999999999,7.834777207480917,.220145,0,73.264,103.5143,3.3761051,2.0585725,3.530616,2.2182698,11.164821,4.2940693,-10.401367,-10.915601,-21.316967,.36816081,.58830583,.52017236,7.1744819,1.9705305,6.1580896,2.1523714,2.5201797,7.3119879,9.1505051,1.0689735,17.611694,13.289642,10.380554,1.6374588,22.853733,313,497.60999,1.1404071,0,0,0,0,3.3761051,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,5,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1
